"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 137건","","","","291,603","","",""
"1","양조간장","지바현","2018-07-29","1,253","불검출","불검출","적합"
"2","양조간장","지바현","2018-06-15","7,371","불검출","불검출","적합"
"3","캔디류","나라현","2018-08-02","3,312","불검출","불검출","적합"
"4","양조간장","지바현","2018-06-12","1,170","불검출","불검출","적합"
"5","소스","지바현","2018-07-08","6,102","불검출","불검출","적합"
"6","가공두부","교토부","2018-03-29","2,993","불검출","불검출","적합"
"7","카레(커리)","니가타현","2018-05-23","2,376","불검출","불검출","적합"
"8","카레(커리)","니가타현","2018-05-30","3,300","불검출","불검출","적합"
"9","생면","사이타마현","2018-07-25","2,400","불검출","불검출","적합"
"10","혼합장","훗카이도","2018-07-25","2,544","불검출","불검출","적합"
"11","소스","훗카이도","2018-07-27","3,312","불검출","불검출","적합"
"12","카레(커리)","나가노현","2018-05-29","1,000","불검출","불검출","적합"
"13","식물성크림","히로시마현","2018-07-03","120","불검출","불검출","적합"
"14","혼합장","훗카이도","2018-07-27","2,724","불검출","불검출","적합"
