"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","62,392","-","-","-"
"1","활전복","나가사키현","2014-10-17","240","불검출","불검출","적합"
"2","활돔(참돔)","에히메현","2014-10-17","4,010","불검출","불검출","적합"
"3","활방어","에히메현","2014-10-17","6,469","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-10-17","7,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-10-17","5,500","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2014-10-17","445","불검출","불검출","적합"
"7","냉동상어(진환도상어,F)","태평양","2014-10-17","13,391","불검출","불검출","적합"
"8","냉동상어(F)","태평양","2014-10-17","256","불검출","불검출","적합"
"9","활가리비","홋카이도","2014-10-17","6,291","불검출","불검출","적합"
"10","활꼬막","후쿠오카현","2014-10-17","1,060","불검출","불검출","적합"
"11","냉장갈치","에히메현","2014-10-17","168","불검출","불검출","적합"
"12","냉장준치","구마모토현","2014-10-17","427","불검출","불검출","적합"
"13","활가리비","홋카이도","2014-10-17","5,185","불검출","불검출","적합"
"14","활가리비","홋카이도","2014-10-17","6,980","불검출","불검출","적합"
"15","활꼬막(새꼬막)","후쿠오카현","2014-10-17","4,160","불검출","불검출","적합"
"16","활게(참게)","야마구치현","2014-10-17","810","불검출","불검출","적합"
