"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 94건","","","","166,984","","",""
"1","빵류","아이치현","2017-12-10","135","불검출","불검출","적합"
"2","빵류","아이치현","2017-12-10","135","불검출","불검출","적합"
"3","빵류","아이치현","2017-12-10","135","불검출","불검출","적합"
"4","떡류","니가타현","2017-12-29","200","불검출","불검출","적합"
"5","떡류","니가타현","2017-12-29","200","불검출","불검출","적합"
"6","빵류","아이치현","2017-12-10","135","불검출","불검출","적합"
"7","빵류","아이치현","2017-12-10","135","불검출","불검출","적합"
"8","떡류","니가타현","2017-12-29","200","불검출","불검출","적합"
"9","떡류","니가타현","2017-12-29","200","불검출","불검출","적합"
"10","빵류","기후현","2018-01-13","910","불검출","불검출","적합"
"11","떡류","니가타현","2017-12-29","200","불검출","불검출","적합"
"12","떡류","니가타현","2017-12-29","200","불검출","불검출","적합"
"13","소스","히로시마현","2018-01-26","1,200","불검출","불검출","적합"
