"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"145","밀크초콜릿","훗카이도","2018-01-20","75","불검출","불검출","적합"
"146","초콜릿가공품","훗카이도","2018-01-20","342","불검출","불검출","적합"
"147","초콜릿가공품","훗카이도","2018-01-20","114","불검출","불검출","적합"
"148","초콜릿가공품","훗카이도","2018-01-20","86","불검출","불검출","적합"
"149","화이트초콜릿","훗카이도","2018-01-20","60","불검출","불검출","적합"
"150","밀크초콜릿","훗카이도","2018-01-20","225","불검출","불검출","적합"
"151","밀크초콜릿","훗카이도","2018-01-20","38","불검출","불검출","적합"
"152","소주","구마모토현","2017-12-06","231","불검출","불검출","적합"
"153","밀크초콜릿","훗카이도","2018-01-20","788","불검출","불검출","적합"
"154","화이트초콜릿","훗카이도","2018-01-20","38","불검출","불검출","적합"
"155","소스","훗카이도","2017-12-09","72","불검출","불검출","적합"
