"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 155건","","","","214,469","","",""
"1","카레(커리)","니가타현","2017-12-08","1,782","불검출","불검출","적합"
"2","카레(커리)","니가타현","2017-12-21","2,244","불검출","불검출","적합"
"3","소스","시즈오카현","2018-01-09","300","불검출","불검출","적합"
"4","위스키","오사카부","2018-01-06","5,544","불검출","불검출","적합"
"5","소스","야마나시현","2018-01-09","2,754","불검출","불검출","적합"
"6","즉석조리식품","가나가와현","2018-01-16","4,268","불검출","불검출","적합"
"7","용성비타민P","야마가타현","2017-12-17","51","불검출","불검출","적합"
"8","청주","아키타현","2018-01-22","691","불검출","불검출","적합"
"9","청주","아키타현","2017-12-06","691","불검출","불검출","적합"
"10","청주","아키타현","2018-01-17","346","불검출","불검출","적합"
"11","청주","아키타현","2018-01-15","346","불검출","불검출","적합"
"12","청주","아키타현","2018-01-19","691","불검출","불검출","적합"
"13","청주","아키타현","2018-01-22","1,037","불검출","불검출","적합"
