"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"80","빵류","야마나시현","2018-01-14","240","불검출","불검출","적합"
"81","빵류(케이크)","야마나시현","2018-01-05","81","불검출","불검출","적합"
"82","기타천연착향료","나가노현","2018-01-09","375","불검출","불검출","적합"
"83","혼합제제","시즈오카현","2017-01-15","394","불검출","불검출","적합"
"84","혼합제제","시즈오카현","2018-01-11","300","불검출","불검출","적합"
"85","혼합제제","시즈오카현","2018-01-16","1,200","불검출","불검출","적합"
"86","혼합제제","효고현","2018-01-22","30","불검출","불검출","적합"
"87","기타천연착향료","사이타마현","2018-01-19","180","불검출","불검출","적합"
"88","혼합제제","사이타마현","2018-01-23","396","불검출","불검출","적합"
"89","혼합제제","사이타마현","2017-12-12","160","불검출","불검출","적합"
"90","화이트초콜릿","훗카이도","2018-01-20","638","불검출","불검출","적합"
"91","향신료조제품","도쿄도","2018-01-18","2,520","불검출","불검출","적합"
"92","가공두부","오사카부","2018-01-23","18,000","불검출","불검출","적합"
"93","음료베이스","가나가와현","2017-12-02","148","불검출","불검출","적합"
"94","숙면","구마모토현","2017-12-28","150","불검출","불검출","적합"
