"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"53","냉장홍어","홋카이도","2015-12-30","6,824","불검출","불검출","적합"
"54","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-30","10,080","불검출","불검출","적합"
"55","활꼬막","사가현","2015-12-30","400","불검출","불검출","적합"
"56","활꼬막 새꼬막
(
)","사가현","2015-12-30","2,300","불검출","불검출","적합"
"57","활꼬막","사가현","2015-12-30","780","불검출","불검출","적합"
"58","활꼬막 새꼬막
(
)","사가현","2015-12-30","3,300","불검출","불검출","적합"
"59","냉장명태","홋카이도","2015-12-30","4,092","불검출","불검출","적합"
"60","냉장명태","홋카이도","2015-12-30","2,542","불검출","불검출","적합"
"61","냉장홍어","홋카이도","2015-12-30","2,090","불검출","불검출","적합"
"62","냉동다랑어 눈다(
랑어 횟감
,F,
)","태평양","2015-12-30","476","불검출","불검출","적합"
"63","활우렁쉥이","홋카이도","2015-12-30","7,521","불검출","불검출","적합"
"64","냉장준치","구마모토현","2015-12-30","70","불검출","불검출","적합"
"65","냉장갈치","에히메현","2015-12-30","160","불검출","불검출","적합"
"66","냉장갈치","효고현","2015-12-30","536","불검출","불검출","적합"
"67","냉장병어","효고현","2015-12-30","90","불검출","불검출","적합"
"68","냉장갈치","오이타현","2015-12-30","845","불검출","불검출","적합"
"69","활장어 먹장어
(
)","나가사키현","2015-12-30","1,465","불검출","불검출","적합"
