"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건24","-","-","114,385","-","-","-"
"1","활장어 먹장어
(
)","나가사키현","2015-12-28","3,341","불검출","불검출","적합"
"2","활방어","에히메현","2015-12-28","9,543","불검출","불검출","적합"
"3","활방어","에히메현","2015-12-28","6,618","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-12-28","7,500","불검출","불검출","적합"
"5","냉장돔 황돔(
)","야마구치현","2015-12-28","223","불검출","불검출","적합"
"6","냉장갈치","오이타현","2015-12-28","415","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2015-12-28","915","불검출","불검출","적합"
"8","냉장돔 황돔(
)","야마구치현","2015-12-28","265","불검출","불검출","적합"
"9","냉장돔 참돔(
)","야마구치현","2015-12-28","120","불검출","불검출","적합"
"10","냉장가오리","야마구치현","2015-12-28","50","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2015-12-28","8,780","불검출","불검출","적합"
"12","활가리비","홋카이도","2015-12-28","7,440","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2015-12-28","5,450","불검출","불검출","적합"
"14","활가리비","홋카이도","2015-12-28","2,770","불검출","불검출","적합"
