"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"18","활가리비","홋카이도","2016-05-10","6,670","불검출","불검출","적합"
"19","냉장갈치","효고현","2016-05-10","265","불검출","불검출","적합"
"20","냉장돔(황돔)","야마구치현","2016-05-10","140","불검출","불검출","적합"
"21","냉장가오리","야마구치현","2016-05-10","50","불검출","불검출","적합"
"22","냉장홍어","야마구치현","2016-05-10","340","불검출","불검출","적합"
"23","활돔(돌돔)","가나가와현","2016-05-10","664","불검출","불검출","적합"
"24","냉장갑오징어","후쿠오카현","2016-05-10","1,016","불검출","불검출","적합"
"25","활꼬막","사가현","2016-05-10","900","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-05-10","3,900","불검출","불검출","적합"
"27","냉장갈치","효고현","2016-05-10","485","불검출","불검출","적합"
"28","활꼬막(새꼬막)","사가현","2016-05-10","400","불검출","불검출","적합"
"29","냉장명태","홋카이도","2016-05-10","1,870","불검출","불검출","적합"
"30","활가리비","홋카이도","2016-05-10","13,937","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-05-10","1,870","불검출","불검출","적합"
"32","활장어(먹장어)","나가사키현","2016-05-10","2,313","불검출","불검출","적합"
"33","활가리비","홋카이도","2016-05-10","6,986","불검출","불검출","적합"
