"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 108건","","","","202,469","","",""
"1","기타수산물가공품","히로시마현","2017-10-02","52","불검출","불검출","적합"
"2","기타천연착향료","시즈오카현","2017-10-06","300","불검출","불검출","적합"
"3","캔디류(젤리)","오카야마현","2017-10-03","1,136","불검출","불검출","적합"
"4","혼합제제","군마현","2017-10-10","60","불검출","불검출","적합"
"5","소스류","지바현","2017-09-07","60","불검출","불검출","적합"
"6","소스류","지바현","2017-09-29","260","불검출","불검출","적합"
"7","소스류","지바현","2017-09-11","99","불검출","불검출","적합"
"8","소스류","지바현","2017-09-05","619","불검출","불검출","적합"
"9","소스류","히로시마현","2017-10-04","1,260","불검출","불검출","적합"
"10","캔디류(젤리)","아이치현","2017-10-19","3,456","불검출","불검출","적합"
"11","캔디류(젤리)","아이치현","2017-10-19","5,184","불검출","불검출","적합"
"12","식염절임","도쿄도","2017-10-13","56","불검출","불검출","적합"
"13","식초절임(생강절임)","도치기현","2017-10-13","32","불검출","불검출","적합"
