"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"60","소주","교토부","2017-10-02","6,221","불검출","불검출","적합"
"61","초콜릿가공품","사이타마현","2017-10-02","12","불검출","불검출","적합"
"62","혼합제제","사이타마현","2017-09-12","80","불검출","불검출","적합"
"63","혼합제제","사이타마현","2017-09-15","64","불검출","불검출","적합"
"64","혼합제제","사이타마현","2017-10-17","32","불검출","불검출","적합"
"65","혼합제제","사이타마현","2017-09-12","200","불검출","불검출","적합"
"66","탄산음료","오이타현","2017-10-25","840","불검출","불검출","적합"
"67","탄산수","오이타현","2017-10-23","2,520","불검출","불검출","적합"
"68","탄산음료","오이타현","2017-10-26","1,680","불검출","불검출","적합"
"69","맥주","후쿠오카현","2017-09-26","409,661","불검출","불검출","적합"
"70","소스류","후쿠오카현","2017-10-19","6,300","불검출","불검출","적합"
"71","소스류","시가현","2017-10-23","25,375","불검출","불검출","적합"
"72","기타주류","야마나시현","2017-10-18","1,875","불검출","불검출","적합"
"73","글리세린지방산
에스테르","미에현","2017-08-24","128","불검출","불검출","적합"
"74","금박","이시카와현","2017-10-02","2","불검출","불검출","적합"
"75","추잉껌","아이치현","2017-09-05","165","불검출","불검출","적합"
"76","가공두부","후쿠오카현","2017-10-21","12,060","불검출","불검출","적합"
"77","혼합제제","사이타마현","2017-10-11","18","불검출","불검출","적합"
"78","혼합제제","사이타마현","2017-10-13","120","불검출","불검출","적합"
"79","오징어먹물색소","시마네현","2017-10-03","400","불검출","불검출","적합"
"80","식용유지가공품","오사카부","2017-09-13","496","불검출","불검출","적합"
