"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 112건","","","","995,745","","",""
"1","어묵","시마네현","2017-08-25","2,160","불검출","불검출","적합"
"2","어묵","시마네현","2017-09-12","1,200","불검출","불검출","적합"
"3","어묵","시마네현","2017-09-11","1,142","불검출","불검출","적합"
"4","어묵","시마네현","2017-09-27","3,500","불검출","불검출","적합"
"5","소스류","도치기현","2017-09-06","54","불검출","불검출","적합"
"6","볶은커피","오사카부","2017-09-30","2,661","불검출","불검출","적합"
"7","캔디류(사탕)","아이치현","2017-10-14","4,680","불검출","불검출","적합"
"8","캔디류(사탕)","아이치현","2017-10-16","3,456","불검출","불검출","적합"
"9","어묵","이시카와현","2017-09-01","305","불검출","불검출","적합"
"10","캔디류(사탕)","아이치현","2017-10-16","1,440","불검출","불검출","적합"
"11","캔디류(사탕)","아이치현","2017-10-14","1,188","불검출","불검출","적합"
"12","기타가공품","훗카이도","2017-10-10","1,683","불검출","불검출","적합"
"13","당류가공품","교토부","2017-09-08","300","불검출","불검출","적합"
