"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 78건","","","","287,325","","",""
"1","과자(스낵과자)","히로시마현","2017-10-02","56","불검출","불검출","적합"
"2","과자(스낵과자)","히로시마현","2017-10-02","64","불검출","불검출","적합"
"3","유탕면","이바라키현","2017-09-13","112","불검출","불검출","적합"
"4","유탕면","이바라키현","2017-09-13","120","불검출","불검출","적합"
"5","음료베이스","후쿠오카현","2017-10-12","757","불검출","불검출","적합"
"6","볶은커피","시즈오카현","2017-10-11","2,890","불검출","불검출","적합"
"7","카레분","사이타마현","2017-06-02","160","불검출","불검출","적합"
"8","캔디류(젤리)","사이타마현","2017-09-21","528","불검출","불검출","적합"
"9","캔디류(젤리)","사이타마현","2017-09-19","528","불검출","불검출","적합"
