"검사결과
수입
제조일자
순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"35","소스류","훗카이도","2017-08-24","4,000","불검출","불검출","적합"
"36","된장","훗카이도","2017-10-03","320","불검출","불검출","적합"
"37","과자(비스킷)","훗카이도","2017-10-10","168","불검출","불검출","적합"
"38","소스류","훗카이도","2017-10-02","72","불검출","불검출","적합"
"39","맥주","아이치현","2017-10-04","14,097","불검출","불검출","적합"
"40","맥주","후쿠오카현","2017-10-16","35,640","불검출","불검출","적합"
"41","맥주","후쿠오카현","2017-09-30","279,168","불검출","불검출","적합"
"42","맥주","후쿠오카현","2017-10-10","83,916","불검출","불검출","적합"
"43","맥주","오키나와현","2017-10-06","10,090","불검출","불검출","적합"
"44","소스류","훗카이도","2017-08-28","96","불검출","불검출","적합"
"45","수산물가공품","훗카이도","2017-10-14","120","불검출","불검출","적합"
"46","초콜릿가공품","사이타마현","(2018-05-15)","74","불검출","불검출","적합"
"47","복합조미식품","훗카이도","2017-09-28","9","불검출","불검출","적합"
"48","캔디류(사탕)","아이치현","2017-09-14","340","불검출","불검출","적합"
"49","소스류","도치기현","2017-08-07","12,355","불검출","불검출","적합"
"50","과자(크래커)","아이치현","2017-09-14","20","불검출","불검출","적합"
"51","과자(스낵과자)","아이치현","2017-09-12","93","불검출","불검출","적합"
"52","과자(크래커)","시즈오카현","2017-09-19","50","불검출","불검출","적합"
"53","캔디류(사탕)","와카야마현","2017-09-13","66","불검출","불검출","적합"
"54","과자(스낵과자)","고치현","2017-09-20","46","불검출","불검출","적합"
"55","액상차","후쿠이현","2017-07-28","2,616","불검출","불검출","적합"
"56","액상차","후쿠이현","2017-08-05","984","불검출","불검출","적합"
"57","초콜릿가공품","사이타마현","(2018-05-15)","122","불검출","불검출","적합"
"58","초콜릿가공품","사이타마현","2017-10-02","24","불검출","불검출","적합"
"59","청주","교토부","2017-10-16","6,221","불검출","불검출","적합"
