"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","54건","","253,085","","",""
"1","조미건어포류","훗카이도","2014-07-28","3.95","불검출","불검출","적합"
"2","양조간장","효고현","2014-07-22","27,293.76","불검출","불검출","적합"
"3","양조간장","효고현","2014-08-20","13,646.88","불검출","불검출","적합"
"4","캔디류(젤리)","가나가와현","2014-07-22","504","불검출","불검출","적합"
"5","과자(스낵과자)","니가타현","2014-08-20","398","불검출","불검출","적합"
"6","염화마그네슘","오카야마현","2014-07-17","12,000","불검출","불검출","적합"
"7","장류절임","도치기현","2014-08-18","240","불검출","불검출","적합"
"8","소스류","후쿠오카현","2013-11-22","1,960","불검출","불검출","적합"
"9","아디핀산","사이타마현","2014-06-24","2,000","불검출","불검출","적합"
"10","즉석조리식품","가가와현","2014-06-26","4,992","불검출","불검출","적합"
"11","과자(크래커)","니가타현","2014-08-21","135.36","불검출","불검출","적합"
"12","과자(비스킷)","니가타현","2014-08-08","95.76","불검출","불검출","적합"
"13","혼합제제","효고현","2014-08-19","30","불검출","불검출","적합"
"14","캔디류(사탕)","니가타현","2014-08-19","224","불검출","불검출","적합"
"15","과자(쿠키)","니가타현","2014-08-19","122.4","불검출","불검출","적합"
"16","향미유","사이타마현","2014-08-18","2,865","불검출","불검출","적합"
"17","혼합장","나가노현","2014-07-31","1,000","불검출","불검출","적합"
