"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","80건","","70,523","","",""
"1","건어포류","시즈오카현","2014-04-28","48","불검출","불검출","적합"
"2","소주","오키나와현","2014-05-19","43.2","불검출","불검출","적합"
"3","드레싱","사가현","2014-05-01","6,480","불검출","불검출","적합"
"4","고형차","효고현","2014-06-07","45.9","불검출","불검출","적합"
"5","맥주","사이타마현","2014-03-12","360","불검출","불검출","적합"
"6","기타천연착향료","오사카부","2014-06-11","756","불검출","불검출","적합"
"7","기타어육가공품","히로시마현","2014-06-06","300","불검출","불검출","적합"
"8","볶은커피","미에현","2014-05-28","135","불검출","불검출","적합"
"9","기타가공품","효고현","2014-06-02","2,358","불검출","불검출","적합"
"10","혼합제제","군마현","2014-05-27","10","불검출","불검출","적합"
"11","빵류(케이크)","효고현","2014-05-24","464.4","불검출","불검출","적합"
"12","빵류(케이크)","돗토리현","2014-05-01","1,786","불검출","불검출","적합"
"13","L-멘톨","시즈오카현","2014-03-03","1,000","불검출","불검출","적합"
"14","과.채가공품","오카야마현","2014-05-07","9,600","불검출","불검출","적합"
"15","빵류(케이크)","효고현","2014-05-27","258","불검출","불검출","적합"
"16","빵류(케이크)","효고현","2014-05-27","464.4","불검출","불검출","적합"
"17","혼합제제","가나가와현","2014-05-27","540","불검출","불검출","적합"
"18","빵류(케이크)","효고현","2014-05-28","154.8","불검출","불검출","적합"
