"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"33","활꼬막","후쿠오카현","2015-12-15","260","불검출","불검출","적합"
"34","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-15","5,500","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2015-12-15","3,839","불검출","불검출","적합"
"36","활가리비","홋카이도","2015-12-15","6,940","불검출","불검출","적합"
"37","활우렁쉥이","홋카이도","2015-12-15","5,346","불검출","불검출","적합"
"38","활우렁쉥이","홋카이도","2015-12-15","9,050","불검출","불검출","적합"
"39","활우렁쉥이","홋카이도","2015-12-15","9,597","불검출","불검출","적합"
"40","냉장명태","홋카이도","2015-12-15","4,000","불검출","불검출","적합"
"41","냉장명태","홋카이도","2015-12-15","4,000","불검출","불검출","적합"
"42","냉장갈치","오이타현","2015-12-15","605","불검출","불검출","적합"
"43","냉장돔 황돔(
)","오이타현","2015-12-15","80","불검출","불검출","적합"
"44","활우렁쉥이","홋카이도","2015-12-15","8,507","불검출","불검출","적합"
"45","활꼬막","후쿠오카현","2015-12-15","740","불검출","불검출","적합"
"46","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-15","1,260","불검출","불검출","적합"
"47","활가리비","홋카이도","2015-12-15","9,400","불검출","불검출","적합"
