"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"16","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-14","1,000","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2015-12-14","6,319","불검출","불검출","적합"
"18","냉장명태","홋카이도","2015-12-14","8,290","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2015-12-14","2,144","불검출","불검출","적합"
"20","활꼬막","사가현","2015-12-14","320","불검출","불검출","적합"
"21","활꼬막 새꼬막
(
)","사가현","2015-12-14","3,200","불검출","불검출","적합"
"22","냉장명태","홋카이도","2015-12-14","4,200","불검출","불검출","적합"
"23","냉장명태","홋카이도","2015-12-14","4,200","불검출","불검출","적합"
"24","냉장준치","구마모토현","2015-12-14","91","불검출","불검출","적합"
"25","냉장갈치","에히메현","2015-12-14","852","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2015-12-14","648","불검출","불검출","적합"
"27","냉장갈치","오이타현","2015-12-14","1,500","불검출","불검출","적합"
"28","냉장갈치","에히메현","2015-12-14","1,250","불검출","불검출","적합"
"29","활꼬막 새꼬막
(
)","후쿠오카현","2015-12-14","2,020","불검출","불검출","적합"
"30","활꼬막","사가현","2015-12-14","360","불검출","불검출","적합"
"31","활꼬막 새꼬막
(
)","사가현","2015-12-14","3,280","불검출","불검출","적합"
"32","냉장갈치","오이타현","2015-12-14","2,065","불검출","불검출","적합"
