"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","76","","185,495","","",""
"1","연하곤란환자용점
도증진식품","야마나시현","2015-09-01","168","불검출","불검출","적합"
"2","맥주","이바라키현","2015-11-05","4,752","불검출","불검출","적합"
"3","맥주","이바라키현","2015-11-13","1,663.2","불검출","불검출","적합"
"4","초콜릿가공품","이바라키현","2015-08-02","768","불검출","불검출","적합"
"5","초콜릿가공품","후쿠오카현","2015-09-02","318","불검출","불검출","적합"
"6","과자(스낵과자)","아이치현","2015-04-03","211.68","불검출","불검출","적합"
"7","캔디류(사탕)","야마구치현","2015-10-02","115.2","불검출","불검출","적합"
"8","캔디류(사탕)","야마구치현","2015-09-02","103.68","불검출","불검출","적합"
"9","과자(쿠키)","ETC","2015-08-24","271","불검출","불검출","적합"
"10","과자(웨이퍼)","오사카부","2015-06-02","208.8","불검출","불검출","적합"
"11","식초절임","나가노현","2015-11-16","450","불검출","불검출","적합"
"12","소스류","가나가와현","2015-11-19","477","불검출","불검출","적합"
"13","양조간장","후쿠오카현","2015-11-05","88.8","불검출","불검출","적합"
