"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","109,725.5","-","-","-"
"1","활장어(먹장어)","나가사키현","2016-10-20","828","불검출","불검출","적합"
"2","활돔(쥐돔)","미야자키현","2016-10-20","1,369","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2016-10-20","4,886","불검출","불검출","적합"
"4","활돔(돌돔)","에히메현","2016-10-20","279","불검출","불검출","적합"
"5","활돔(돌돔)","에히메현","2016-10-20","1,127","불검출","불검출","적합"
"6","활돔(쥐돔)","미야자키현","2016-10-20","1,704","불검출","불검출","적합"
"7","냉동돔(참돔)","후쿠오카현","2016-10-20","4,335","불검출","불검출","적합"
"8","냉동다랑어
(눈다랑어,F,횟감)","태평양","2016-10-20","322.5","불검출","불검출","적합"
"9","냉동갈치","나가사키현","2016-10-20","2,316","불검출","불검출","적합"
"10","냉동돔(참돔)","에히메현","2016-10-20","3,224","불검출","불검출","적합"
"11","활꼬막","후쿠오카현","2016-10-20","1,560","불검출","불검출","적합"
"12","활꼬막(새꼬막)","후쿠오카현","2016-10-20","1,800","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2016-10-20","7,198","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2016-10-20","885","불검출","불검출","적합"
"15","냉장갈치","오이타현","2016-10-20","610","불검출","불검출","적합"
