"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장갈치","와카야마현","2016-10-24","1,552","불검출","불검출","적합"
"18","냉장갈치","오이타현","2016-10-24","650","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2016-10-24","1,900","불검출","불검출","적합"
"20","냉장갈치","야마구치현","2016-10-24","215","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2016-10-24","2,000","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2016-10-24","800","불검출","불검출","적합"
"23","냉장갈치","에히메현","2016-10-24","330","불검출","불검출","적합"
"24","냉장갈치","후쿠오카현","2016-10-24","925","불검출","불검출","적합"
"25","냉장가오리","야마구치현","2016-10-24","80","불검출","불검출","적합"
"26","냉장가오리","에히메현","2016-10-24","390","불검출","불검출","적합"
"27","활우렁쉥이","홋카이도","2016-10-24","4,560","불검출","불검출","적합"
