"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","64","","84,244","","",""
"1","과자(스낵과자)","이시카와현","2015-11-04","86.4","불검출","불검출","적합"
"2","과자(쿠키)","이시카와현","2015-10-24","15.8","불검출","불검출","적합"
"3","과자(쿠키)","이시카와현","2015-10-30","13.68","불검출","불검출","적합"
"4","양조간장","아이치현","2015-10-19","1,296","불검출","불검출","적합"
"5","기타설탕","오사카부","2015-10-21","1,600","불검출","불검출","적합"
"6","양조간장","효고현","2015-10-28","200","불검출","불검출","적합"
"7","발효식초","기후현","2015-10-09","108","불검출","불검출","적합"
"8","식초절임(매실절임)","와카야마현","2015-11-09","43.2","불검출","불검출","적합"
"9","국수","아키타현","2015-10-26","100","불검출","불검출","적합"
"10","혼합음료","나라현","2015-11-05","600","불검출","불검출","적합"
"11","카레","나라현","2015-09-16","1,000","불검출","불검출","적합"
"12","카레","나라현","2015-10-30","5,000","불검출","불검출","적합"
"13","혼합제제","오사카부","2015-08-18","24","불검출","불검출","적합"
