"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"114","탄산음료","오사카부","2015-10-26","748.8","불검출","불검출","적합"
"115","추잉껌","아이치현","2015-08-12","1,741.82","불검출","불검출","적합"
"116","추잉껌","아이치현","2015-08-12","3,402","불검출","불검출","적합"
"117","추잉껌","아이치현","2015-08-12","3,402","불검출","불검출","적합"
"118","추잉껌","아이치현","2015-08-12","2,925.72","불검출","불검출","적합"
"119","소스류","후쿠오카현","2015-11-24","936","불검출","불검출","적합"
"120","복합조미식품","에히메현","2015-11-02","1,000","불검출","불검출","적합"
"121","복합조미식품","후쿠오카현","2015-11-19","540","불검출","불검출","적합"
"122","복합조미식품","후쿠오카현","2015-11-19","124.8","불검출","불검출","적합"
"123","복합조미식품","후쿠오카현","2015-11-20","500","불검출","불검출","적합"
"124","커피/건조","브라질","2015-10-15","102,960","불검출","불검출","적합"
"125","소스류","에히메현","2015-11-10","10,003.5","불검출","불검출","적합"
"126","풀루란","오카야마현","2015-10-16","150","불검출","불검출","적합"
"127","수산물가공품","교토부","2015-11-19","996","불검출","불검출","적합"
"128","식염절임","도쿠시마현","2015-11-17","154","불검출","불검출","적합"
"129","과자(스낵과자)","아이치현","2015-11-18","648","불검출","불검출","적합"
"130","유탕면류","아이치현","2015-11-27","104.4","불검출","불검출","적합"
"131","양조간장","후쿠오카현","2015-11-24","2,150","불검출","불검출","적합"
