"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","98건","","188,775","","",""
"1","카레","시즈오카현","2014-03-31","207","불검출","불검출","적합"
"2","소스류","후쿠오카현","2014-06-19","2,532","불검출","불검출","적합"
"3","곡류가공품","후쿠오카현","2014-06-20","1,080","불검출","불검출","적합"
"4","청주","이바라키현","2014-05-27","190.08","불검출","불검출","적합"
"5","청주","기후현","2014-06-01","475.2","불검출","불검출","적합"
"6","과자(웨이퍼)","사이타마현","2014-06-03","2,548.5","불검출","불검출","적합"
"7","카레","나가노현","2014-05-14","1,200","불검출","불검출","적합"
"8","카레","나가노현","2014-05-27","1,600","불검출","불검출","적합"
"9","조미건어포류","에히메현","2014-06-04","14","불검출","불검출","적합"
"10","수산물가공품","히로시마현","2014-06-05","15.36","불검출","불검출","적합"
"11","튀김식품","히로시마현","2014-06-05","10.56","불검출","불검출","적합"
"12","튀김식품","히로시마현","2014-06-04","87","불검출","불검출","적합"
"13","튀김식품","오이타현","2014-06-03","500","불검출","불검출","적합"
"14","곡류가공품","오사카부","2014-06-03","200","불검출","불검출","적합"
"15","전분가공품","오사카부","2014-05-30","200","불검출","불검출","적합"
"16","당류가공품","기후현","2014-05-16","36","불검출","불검출","적합"
"17","곡류가공품","오사카부","2014-05-22","120","불검출","불검출","적합"
"18","수산물가공품","교토부","2014-06-05","90","불검출","불검출","적합"
