"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"69","수산물가공품","후쿠시마현","2014-06-17","564","불검출","불검출","적합"
"70","수산물가공품","후쿠시마현","2014-06-16","300","불검출","불검출","적합"
"71","alpha-아밀라아제(비세균성)","가나가와현","2014-06-05","360","불검출","불검출","적합"
"72","수산물가공품","후쿠시마현","2014-06-12","1,200","불검출","불검출","적합"
"73","혼합제제","오사카부","2014-06-20","475","불검출","불검출","적합"
"74","장류절임","훗카이도","2013-10-30","240","불검출","불검출","적합"
"75","혼합제제","오카야마현","2014-06-16","105","불검출","불검출","적합"
"76","청주","나가노현","2014-05-15","103.68","불검출","불검출","적합"
"77","청주","나가노현","2014-04-11","103.68","불검출","불검출","적합"
"78","소주","효고현","2014-04-09","86.4","불검출","불검출","적합"
"79","식초절임","사이타마현","2014-06-17","30","불검출","불검출","적합"
"80","장류절임","도치기현","2014-06-11","60","불검출","불검출","적합"
"81","식염절임","사이타마현","2014-06-11","180","불검출","불검출","적합"
"82","조미된장","훗카이도","2014-06-17","10,360","불검출","불검출","적합"
"83","스피룰리나청색소","가나가와현","2014-02-05","300","불검출","불검출","적합"
"84","심황색소(울금색소)","오사카부","2014-06-09","250","불검출","불검출","적합"
"85","기타천연착향료","오사카부","2014-06-19","72","불검출","불검출","적합"
"86","음료베이스","후쿠오카현","2014-06-26","662","불검출","불검출","적합"
"87","드레싱","아오모리현","2014-06-03","4,522","불검출","불검출","적합"
"88","과자(비스킷)","아이치현","2014-06-16","336","불검출","불검출","적합"
