"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 79건","","","","536,458","","",""
"1","혼합제제","시즈오카현","2017-12-20","380","불검출","불검출","적합"
"2","탄산음료","오사카부","2017-12-19","2,465","불검출","불검출","적합"
"3","소스류","오카야마현","2018-01-11","501","불검출","불검출","적합"
"4","혼합제제","시가현","2017-12-26","10","불검출","불검출","적합"
"5","혼합제제","시가현","2017-12-26","50","불검출","불검출","적합"
"6","혼합제제","시가현","2017-12-26","50","불검출","불검출","적합"
"7","글리세린지방산
에스테르","미에현","2017-12-14","200","불검출","불검출","적합"
"8","혼합제제","히로시마현","2017-12-26","400","불검출","불검출","적합"
"9","혼합제제","효고현","2017-12-04","1,000","불검출","불검출","적합"
"10","혼합제제","효고현","2017-12-08","2,160","불검출","불검출","적합"
"11","과자(스낵과자)","미에현","2017-12-15","1,041","불검출","불검출","적합"
"12","과자","미에현","2017-12-14","5,151","불검출","불검출","적합"
