"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 71건","","","","61,374","","",""
"1","카레","니가타현","2017-11-11","264","불검출","불검출","적합"
"2","캔디류(사탕)","미에현","2017-12-21","320","불검출","불검출","적합"
"3","과자(스낵과자)","니가타현","2017-12-21","944","불검출","불검출","적합"
"4","카복시메틸
셀룰로스나트륨","시마네현","2017-10-18","2,000","불검출","불검출","적합"
"5","소스류","후쿠오카현","2017-12-25","5,418","불검출","불검출","적합"
"6","과자(스낵과자)","이바라키현","2017-12-12","1,050","불검출","불검출","적합"
"7","과자(스낵과자)","이바라키현","2017-12-13","1,125","불검출","불검출","적합"
"8","캔디류(사탕)","미에현","2017-11-20","211","불검출","불검출","적합"
"9","과자(스낵과자)","사이타마현","2017-12-04","180","불검출","불검출","적합"
"10","과자(쿠키)","도쿠시마현","2017-12-16","495","불검출","불검출","적합"
"11","소스류","도야마현","2017-12-18","64","불검출","불검출","적합"
"12","캔디류(사탕)","후쿠시마현","2017-12-01","176","불검출","불검출","적합"
