"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 64건","","","","142,484","","",""
"1","소스류","히로시마현","2017-12-19","1,222","불검출","불검출","적합"
"2","소스류","히로시마현","2017-12-14","880","불검출","불검출","적합"
"3","소스류","히로시마현","2017-12-13","1,260","불검출","불검출","적합"
"4","합성향료","오사카부","2017-12-20","100","불검출","불검출","적합"
"5","복합조미식품","구마모토현","2017-12-28","338","불검출","불검출","적합"
"6","떡류","니가타현","2017-12-04","4,000","불검출","불검출","적합"
"7","떡류","니가타현","2017-05-10","5,000","불검출","불검출","적합"
"8","청주","미야기현","2017-09-11","43","불검출","불검출","적합"
"9","염화마그네슘","오카야마현","2017-12-11","17,000","불검출","불검출","적합"
"10","염화마그네슘","오카야마현","2017-12-07","17,000","불검출","불검출","적합"
"11","캔디류","아이치현","2017-12-20","806","불검출","불검출","적합"
"12","혼합제제","도쿄도","2017-12-04","100","불검출","불검출","적합"
"13","캔디류(사탕)","미에현","2017-11-27","634","불검출","불검출","적합"
