"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-06-17","7,592","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-06-17","1,200","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2019-06-17","1,560","불검출","불검출","적합"
"4","냉장갈치","후쿠오카현","2019-06-17","425","불검출","불검출","적합"
"5","냉동큰실말","오키나와현","2019-06-17","500","불검출","불검출","적합"
"6","냉장갈치","오이타현","2019-06-17","75","불검출","불검출","적합"
"7","냉장명태","홋카이도","2019-06-17","1,776","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2019-06-17","1,602","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-06-17","7,300","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2019-06-17","973","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2019-06-17","576","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2019-06-17","888","불검출","불검출","적합"
"13","냉장갈치","와카야마현","2019-06-17","832","불검출","불검출","적합"
"합계","","-","-","25,299","-","-","-"
