"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 115건","","","","284,409","","",""
"1","스테아릴젖산칼슘","이바라키현","2019-03-26","1,500","불검출","불검출","적합"
"2","마요네즈","시즈오카현","2019-05-10","462","불검출","불검출","적합"
"3","카복시메틸
셀룰로스나트륨","시마네현","2019-02-21","2,000","불검출","불검출","적합"
"4","볶은커피","오사카부","2019-05-07","151","불검출","불검출","적합"
"5","인스턴트커피","사이타마현","2019-04-10","22","불검출","불검출","적합"
"6","인스턴트커피","사이타마현","2019-04-08","22","불검출","불검출","적합"
"7","볶은커피","아이치현","2019-04-22","144","불검출","불검출","적합"
"8","볶은커피","아이치현","2019-05-14","48","불검출","불검출","적합"
"9","소스","히로시마현","2019-03-14","195","불검출","불검출","적합"
"10","소스","히로시마현","2019-04-06","195","불검출","불검출","적합"
"11","볶은커피","아이치현","2019-04-15","115","불검출","불검출","적합"
"12","소스","히로시마현","2019-04-26","2,630","불검출","불검출","적합"
"13","건면","기후현","2019-04-19","204","불검출","불검출","적합"
"14","가공두부","나가노현","2019-05-15","9,646","불검출","불검출","적합"
