"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","120","","126,185","","",""
"1","식물성크림","구마모토현","2016-01-13","19.2","불검출","불검출","적합"
"2","드레싱","오사카부","2016-01-15","270","불검출","불검출","적합"
"3","드레싱","사가현","2016-09-08","270","불검출","불검출","적합"
"4","카레","나라현","2015-12-23","5,000","불검출","불검출","적합"
"5","카레","나라현","2015-12-15","600","불검출","불검출","적합"
"6","카레분","나라현","2015-12-17","300","불검출","불검출","적합"
"7","장류절임","도야마현","2016-01-14","36","불검출","불검출","적합"
"8","락타아제","아오모리현","2015-12-03","300","불검출","불검출","적합"
"9","혼합제제","효고현","2016-02-09","30","불검출","불검출","적합"
"10","혼합제제","효고현","2016-01-28","45","불검출","불검출","적합"
"11","혼합제제","효고현","2016-02-08","60","불검출","불검출","적합"
"12","소주","미야자키현","2016-01-06","86.4","불검출","불검출","적합"
"13","소주","미야자키현","2015-12-14","120.96","불검출","불검출","적합"
"14","소주","미야자키현","2016-01-05","86.4","불검출","불검출","적합"
