"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 170건","","","","260,490","","",""
"1","절임식품","와카야마현","2018-05-15","82","불검출","불검출","적합"
"2","리큐르","와카야마현","2018-05-12","140","불검출","불검출","적합"
"3","청주","와카야마현","2018-06-04","216","불검출","불검출","적합"
"4","혼합제제","사이타마현","2018-05-15","96","불검출","불검출","적합"
"5","혼합제제","시즈오카현","2018-06-01","4,420","불검출","불검출","적합"
"6","혼합제제","사이타마현","2018-05-30","180","불검출","불검출","적합"
"7","기타천연착향료","히로시마현","2018-05-30","60","불검출","불검출","적합"
"8","혼합제제","나가노현","2018-06-04","75","불검출","불검출","적합"
"9","혼합제제","시가현","2018-06-05","150","불검출","불검출","적합"
"10","혼합제제","사이타마현","2018-06-01","108","불검출","불검출","적합"
"11","혼합제제","사이타마현","2018-06-01","108","불검출","불검출","적합"
"12","혼합제제","나가노현","2018-05-28","25","불검출","불검출","적합"
"13","청주","야마가타현","2018-05-18","288","불검출","불검출","적합"
"14","과자","아이치현","2018-05-28","144","불검출","불검출","적합"
"15","캔디류","미에현","2018-04-24","422","불검출","불검출","적합"
