"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 178건","","","","329,213","","",""
"1","알긴산나트륨","와카야마현","2018-07-20","40","불검출","불검출","적합"
"2","혼합제제","효고현","2018-08-23","34","불검출","불검출","적합"
"3","혼합제제","시가현","2018-08-24","50","불검출","불검출","적합"
"4","혼합제제","오카야마현","2018-09-03","30","불검출","불검출","적합"
"5","혼합제제","시가현","2018-09-07","50","불검출","불검출","적합"
"6","기타천연착향료","시즈오카현","2018-08-07","105","불검출","불검출","적합"
"7","혼합제제","히로시마현","2018-08-08","100","불검출","불검출","적합"
"8","혼합제제","히로시마현","2018-08-08","10","불검출","불검출","적합"
"9","혼합제제","히로시마현","2018-08-10","225","불검출","불검출","적합"
"10","EPA및DHA함유
유지(원료성)","훗카이도","2018-05-23","1,620","불검출","불검출","적합"
"11","커피/건조","파푸아뉴기니","","360","불검출","불검출","적합"
"12","가공두부","나가노현","2018-07-30","5,572","불검출","불검출","적합"
"13","l-멘톨","시즈오카현","2018-07-16","3,100","불검출","불검출","적합"
