"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 112건","","","","727,559","","",""
"1","맥주","오이타현","2018-08-21","29,040","불검출","불검출","적합"
"2","맥주","오이타현","2018-08-20","95,971","불검출","불검출","적합"
"3","과실주","가나가와현","2018-06-01","1,500","불검출","불검출","적합"
"4","과실주","가나가와현","2018-06-15","1,000","불검출","불검출","적합"
"5","즉석조리식품","가나가와현","2018-08-05","6,439","불검출","불검출","적합"
"6","청주","후쿠오카현","2018-08-27","3,041","불검출","불검출","적합"
"7","즉석조리식품","가나가와현","2018-07-30","13,658","불검출","불검출","적합"
"8","기타천연착향료","효고현","2018-08-22","30","불검출","불검출","적합"
"9","혼합제제","오카야마현","2018-09-03","75","불검출","불검출","적합"
"10","기타가공품","훗카이도","2018-06-13","200","불검출","불검출","적합"
"11","기타가공품","아이치현","2018-05-25","20","불검출","불검출","적합"
"12","기타가공품","훗카이도","2018-07-11","51","불검출","불검출","적합"
"13","탄산음료","아이치현","2018-07-12","480","불검출","불검출","적합"
"14","혼합제제","사이타마현","2018-09-04","54","불검출","불검출","적합"
