"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 148건","","","","1,832,784","","",""
"1","양조간장","지바현","2018-07-26","12,215","불검출","불검출","적합"
"2","소스","지바현","2018-07-26","1,231","불검출","불검출","적합"
"3","청주","교토부","2018-06-07","1,512","불검출","불검출","적합"
"4","소스","히로시마현","2018-07-04","881","불검출","불검출","적합"
"5","청주","교토부","2018-03-22","3,480","불검출","불검출","적합"
"6","양조간장","지바현","2018-07-29","1,253","불검출","불검출","적합"
"7","양조간장","지바현","2018-08-21","1,170","불검출","불검출","적합"
"8","건면","가가와현","2018-07-01","362","불검출","불검출","적합"
"9","캔디류","훗카이도","2018-08-22","26","불검출","불검출","적합"
"10","캔디류","훗카이도","2018-08-22","16","불검출","불검출","적합"
"11","소스","미야자키현","2018-08-16","23","불검출","불검출","적합"
"12","캔디류","훗카이도","2018-08-16","44","불검출","불검출","적합"
"13","과자","이바라키현","2018-08-03","333","불검출","불검출","적합"
"14","과자","이바라키현","2018-08-08","409","불검출","불검출","적합"
