"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 231건","","","","684,301","","",""
"1","카레분","사이타마현","2017-06-02","160","불검출","불검출","적합"
"2","스테비올배당체","오카야마현","2017-02-20","20","불검출","불검출","적합"
"3","개별인정형
건강기능식품","훗카이도","2017-08-10","300","불검출","불검출","적합"
"4","볶은커피","시즈오카현","2017-09-13","130","불검출","불검출","적합"
"5","볶은커피","시즈오카현","2017-08-09","130","불검출","불검출","적합"
"6","볶은커피","효고현","2017-09-11","82","불검출","불검출","적합"
"7","어묵","시마네현","2017-08-10","1,344","불검출","불검출","적합"
"8","어묵","시마네현","2017-08-30","1,750","불검출","불검출","적합"
"9","어묵","시마네현","2017-08-21","2,226","불검출","불검출","적합"
"10","어묵","시마네현","2017-08-20","2,000","불검출","불검출","적합"
"11","볶은커피","미에현","2017-07-15","42","불검출","불검출","적합"
"12","볶은커피","미에현","2017-07-07","42","불검출","불검출","적합"
"13","혼합음료","도쿄도","2017-08-02","2,746","불검출","불검출","적합"
