"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 152건","","","","447,321","","",""
"1","액상차","미에현","2017-06-16","600","불검출","불검출","적합"
"2","액상차","미에현","2017-04-30","600","불검출","불검출","적합"
"3","건면","가가와현","2017-08-01","361","불검출","불검출","적합"
"4","캔디류(젤리)","니가타현","2017-09-11","4,416","불검출","불검출","적합"
"5","청주","아이치현","2017-08-10","330","불검출","불검출","적합"
"6","청주","이바라키현","2017-09-06","6,097","불검출","불검출","적합"
"7","청주","미야기현","2017-09-12","259","불검출","불검출","적합"
"8","청주","고치현","2017-09-05","432","불검출","불검출","적합"
"9","청주","야마구치현","2017-09-05","173","불검출","불검출","적합"
"10","청주","야마구치현","2017-09-08","864","불검출","불검출","적합"
"11","청주","야마구치현","2017-09-06","259","불검출","불검출","적합"
"12","소주","미야자키현","2017-08-28","86","불검출","불검출","적합"
"13","소주","미야자키현","2017-08-28","216","불검출","불검출","적합"
