"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","과자(스낵과자)","니가타현","2014-04-21","22","불검출","불검출","적합"
"20","추출식품","에히메현","2014-03-04","3,000","불검출","불검출","적합"
"21","혼합제제","나가노현","2014-04-15","500","불검출","불검출","적합"
"22","가공두부","후쿠오카현","2014-05-10","1,300","불검출","불검출","적합"
"23","과자(스낵과자)","아이치현","2014-05-08","1,242","불검출","불검출","적합"
"24","과자(스낵과자)","니가타현","2014-05-01","408","불검출","불검출","적합"
"25","과자(스낵과자)","니가타현","2014-04-30","153","불검출","불검출","적합"
"26","탄산수소암모늄","도야마현","2014-04-16","18,000","불검출","불검출","적합"
"27","조미된장","아이치현","2014-04-30","4,000","불검출","불검출","적합"
"28","조미된장","아이치현","2014-04-21","8,000","불검출","불검출","적합"
"29","소스류","히로시마현","2014-04-26","880","불검출","불검출","적합"
"30","소스류","히로시마현","2014-04-10","216","불검출","불검출","적합"
"31","소스류","히로시마현","2014-04-25","2,443.2","불검출","불검출","적합"
