"","","제조·생산지","제조일자","중량(kg)","검사결과","",""
"순 번","품목명","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","31건","","74,276","","",""
"1","기타가공품","히로시마현","2012-07-27","20","불검출","불검출","적합"
"2","당류가공품","기후현","2014-02-26","135","불검출","불검출","적합"
"3","건어포류","오사카부","2014-04-17","300","불검출","불검출","적합"
"4","건어포류","오사카부","2014-04-17","300","불검출","불검출","적합"
"5","곡류가공품","효고현","2014-02-13","3,208","불검출","불검출","적합"
"6","홍국(원료성)","가고시마현","2014-03-16","100","불검출","불검출","적합"
"7","과.채음료","아이치현","2014-04-25","14,980","불검출","불검출","적합"
"8","과자(스낵과자)","니가타현","2014-04-17","21","불검출","불검출","적합"
"9","과자(스낵과자)","니가타현","2014-04-23","66","불검출","불검출","적합"
"10","과자(스낵과자)","니가타현","2014-04-23","39","불검출","불검출","적합"
"11","과자(스낵과자)","니가타현","2014-04-18","26","불검출","불검출","적합"
"12","과자(스낵과자)","니가타현","2014-04-23","34","불검출","불검출","적합"
"13","글리신","가나가와현","2014-01-18","14,400","불검출","불검출","적합"
"14","혼합제제","지바현","2014-04-25","96","불검출","불검출","적합"
"15","과자(스낵과자)","니가타현","2014-04-19","76","불검출","불검출","적합"
"16","과자(스낵과자)","니가타현","2014-04-18","195","불검출","불검출","적합"
"17","과자(스낵과자)","니가타현","2014-04-18","47","불검출","불검출","적합"
"18","과자(스낵과자)","니가타현","2014-04-21","69","불검출","불검출","적합"
