"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-04-26","2,600","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-04-26","832","불검출","불검출","적합"
"3","활돔(돌돔)","가나가와현","2019-04-26","1,225","불검출","불검출","적합"
"4","활돔(돌돔)","나가사키현","2019-04-26","1,162","불검출","불검출","적합"
"5","냉장명태","홋카이도","2019-04-26","1,417","불검출","불검출","적합"
"6","활돔(돌돔)","나가사키현","2019-04-26","1,330","불검출","불검출","적합"
"7","활조개(개량조개)","미에현","2019-04-26","7,470","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-04-26","1,300","불검출","불검출","적합"
"9","냉장준치","후쿠오카현","2019-04-26","31","불검출","불검출","적합"
"10","활게(왕게)","홋카이도","2019-04-26","3,480","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,목살)","태평양","2019-04-26","610","불검출","불검출","적합"
"12","활가리비","홋카이도","2019-04-26","6,966","불검출","불검출","적합"
"13","냉동홍어","홋카이도","2019-04-26","23,340","불검출","불검출","적합"
"14","활전갱이(흑점줄전갱이)","에히메현","2019-04-26","1,043","불검출","불검출","적합"
"15","냉장명태","홋카이도","2019-04-26","1,950","불검출","불검출","적합"
"16","냉장명태","홋카이도","2019-04-26","1,300","불검출","불검출","적합"
"17","냉장쥐치","야마구치현","2019-04-26","1,248","불검출","불검출","적합"
"합계","","-","-","57,304","-","-","-"
