"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 93건","","","","162,536","","",""
"1","카레(커리)","니가타현","2019-03-11","1,800","불검출","불검출","적합"
"2","아스파탐","미에현","2018-12-15","5,000","불검출","불검출","적합"
"3","가공두부","나가노현","2019-02-01","723","불검출","불검출","적합"
"4","과자","니가타현","2019-03-05","248","불검출","불검출","적합"
"5","과자","니가타현","2019-03-04","193","불검출","불검출","적합"
"6","과자","니가타현","2019-03-04","401","불검출","불검출","적합"
"7","과자","니가타현","2019-03-13","53","불검출","불검출","적합"
"8","과자","나가노현","2019-03-30","414","불검출","불검출","적합"
"9","향신료조제품","나가노현","2019-03-14","3,741","불검출","불검출","적합"
"10","호박산","효고현","2019-02-10","12,000","불검출","불검출","적합"
"11","호박산이나트륨","효고현","2019-03-01","3,600","불검출","불검출","적합"
"12","절임식품","훗카이도","2018-12-06","1,800","불검출","불검출","적합"
"13","유탕면","후쿠오카현","2019-03-15","119","불검출","불검출","적합"
"14","혼합제제","시즈오카현","2019-03-25","1,200","불검출","불검출","적합"
