"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 98건","","","","291,787","","",""
"1","고추냉이/신선,냉장","후쿠오카현","2019-02-18","50","불검출","불검출","적합"
"2","향신료조제품","후쿠오카현","2019-03-01","36","불검출","불검출","적합"
"3","숙면","가가와현","2019-04-01","7,488","불검출","불검출","적합"
"4","청주","이와테현","2019-04-01","432","불검출","불검출","적합"
"5","청주","이와테현","2019-03-19","173","불검출","불검출","적합"
"6","볶은커피","시즈오카현","2019-02-26","130","불검출","불검출","적합"
"7","볶은커피","시즈오카현","2019-02-13","130","불검출","불검출","적합"
"8","인스턴트커피","오사카부","2018-12-21","65","불검출","불검출","적합"
"9","청주","이와테현","2019-04-01","259","불검출","불검출","적합"
"10","인스턴트커피","오사카부","2019-01-09","65","불검출","불검출","적합"
"11","청주","이와테현","2019-03-16","43","불검출","불검출","적합"
"12","식물성크림","도치기현","2019-02-13","24","불검출","불검출","적합"
"13","볶은커피","가나가와현","2019-02-10","202","불검출","불검출","적합"
"14","볶은커피","가나가와현","2019-02-25","202","불검출","불검출","적합"
