"검사결과
수입
제조일자","","","","","","",""
"순번
품목명
제조·생산지
중량
세슘
요오드
(유통기한)
판정
(kg)
(기준:100Bq/kg)
(기준:300Bq/kg)","","","","","","",""
"114","당류가공품","교토부","2018-09-05","385","불검출","불검출","적합"
"115","당류가공품","교토부","2018-08-03","270","불검출","불검출","적합"
"116","당류가공품","교토부","2018-08-16","65","불검출","불검출","적합"
"117","과자","아이치현","2018-09-05","1,238","불검출","불검출","적합"
"118","당류가공품","오사카부","2018-08-28","169","불검출","불검출","적합"
"119","당류가공품","교토부","2018-07-13","48","불검출","불검출","적합"
"120","캔디류","시즈오카현","2018-08-06","1,590","불검출","불검출","적합"
"121","당류가공품","오사카부","2018-08-25","184","불검출","불검출","적합"
"122","과자","아이치현","2018-09-05","930","불검출","불검출","적합"
"123","과자","히로시마현","2018-08-27","130","불검출","불검출","적합"
