"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 143건","","","","190,921","","",""
"1","소스","지바현","2018-08-28","3,240","불검출","불검출","적합"
"2","복합조미식품","에히메현","2018-09-03","996","불검출","불검출","적합"
"3","정제소금","에히메현","2018-07-17","400","불검출","불검출","적합"
"4","절임식품","가나가와현","2018-08-31","1,944","불검출","불검출","적합"
"5","종국","오사카부","2018-09-07","31","불검출","불검출","적합"
"6","과·채가공품","오카야마현","2018-07-06","9,600","불검출","불검출","적합"
"7","절임식품","아이치현","2018-08-20","1,800","불검출","불검출","적합"
"8","절임식품","아이치현","2018-08-20","1,800","불검출","불검출","적합"
"9","절임식품","아이치현","2018-08-20","900","불검출","불검출","적합"
"10","과자","니가타현","2018-08-29","82","불검출","불검출","적합"
"11","소스","시즈오카현","2018-09-04","1,883","불검출","불검출","적합"
"12","향신료조제품","나가노현","2018-08-09","344","불검출","불검출","적합"
"13","향신료조제품","사이타마현","2018-08-07","372","불검출","불검출","적합"
"14","복합조미식품","니가타현","2018-08-03","347","불검출","불검출","적합"
