"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 123건","","","","351,076","","",""
"1","양조간장","후쿠오카현","2018-09-10","14,954","불검출","불검출","적합"
"2","떡류","니가타현","2018-04-23","11,000","불검출","불검출","적합"
"3","타마린드검","오사카부","2018-05-20","2,000","불검출","불검출","적합"
"4","혼합제제","오사카부","2018-09-10","16,104","불검출","불검출","적합"
"5","기타천연착향료","오사카부","2018-09-05","90","불검출","불검출","적합"
"6","혼합제제","오카야마현","2018-09-03","45","불검출","불검출","적합"
"7","혼합제제","시가현","2018-08-24","150","불검출","불검출","적합"
"8","혼합제제","오사카부","2018-09-05","210","불검출","불검출","적합"
"9","혼합제제","오카야마현","2018-09-03","15","불검출","불검출","적합"
"10","종국","오사카부","2018-08-30","22","불검출","불검출","적합"
"11","종국","오사카부","2018-09-07","22","불검출","불검출","적합"
"12","맥주","교토부","2018-09-10","60,480","불검출","불검출","적합"
"13","혼합제제","도쿄도","2018-08-27","160","불검출","불검출","적합"
"14","맥주","교토부","2018-09-10","120,960","불검출","불검출","적합"
