"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 80건","","","","1,179,058","","",""
"1","과자(스낵과자)","이바라키현","2017-08-07","648","불검출","불검출","적합"
"2","초콜릿가공품","이바라키현","2017-08-07","720","불검출","불검출","적합"
"3","과자(스낵과자)","이바라키현","2017-07-31","1,080","불검출","불검출","적합"
"4","과자(스낵과자)","나가노현","2017-07-19","360","불검출","불검출","적합"
"5","혼합제제","오카야마현","2017-08-18","15","불검출","불검출","적합"
"6","혼합제제","오카야마현","2017-06-27","45","불검출","불검출","적합"
"7","건어포류","군마현","2017-08-04","1,040","불검출","불검출","적합"
"8","소스류","에히메현","2017-08-07","432","불검출","불검출","적합"
"9","조미된장","나가노현","2017-08-03","5,000","불검출","불검출","적합"
"10","양조간장","효고현","2017-08-08","13,799","불검출","불검출","적합"
"11","조미된장","나가노현","2017-08-08","15,000","불검출","불검출","적합"
"12","과자(스낵과자)","이바라키현","2017-08-23","2,884","불검출","불검출","적합"
"13","과자(스낵과자)","이바라키현","2017-08-21","1,620","불검출","불검출","적합"
