"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 63건","","","","504,341","","",""
"1","기타가공품","지바현","2017-07-19","127","불검출","불검출","적합"
"2","소스류","후쿠오카현","2017-08-10","11","불검출","불검출","적합"
"3","맥주","사이타마현","2017-05-20","160","불검출","불검출","적합"
"4","빵류(케이크)","나가노현","2017-07-19","112","불검출","불검출","적합"
"5","빵류(케이크)","나가노현","2017-07-19","90","불검출","불검출","적합"
"6","빵류(케이크)","나가노현","2017-07-19","612","불검출","불검출","적합"
"7","빵류(그외 빵류)","나가노현","2017-07-19","228","불검출","불검출","적합"
"8","과자(스낵과자)","나가노현","2017-07-19","353","불검출","불검출","적합"
"9","과자(스낵과자)","나가노현","2017-07-19","329","불검출","불검출","적합"
"10","빵류(케이크)","나가노현","2017-07-19","315","불검출","불검출","적합"
"11","혼합제제","오사카부","2017-08-03","30","불검출","불검출","적합"
"12","혼합제제","오사카부","2017-08-04","15","불검출","불검출","적합"
"13","혼합제제","오사카부","2017-08-04","30","불검출","불검출","적합"
