"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 117건","","","","349,953","","",""
"1","카복시메틸
셀룰로스나트륨","시마네현","2019-03-26","40","불검출","불검출","적합"
"2","소스","히로시마현","2019-06-10","393","불검출","불검출","적합"
"3","혼합제제","사이타마현","2019-07-01","160","불검출","불검출","적합"
"4","과자","아이치현","2019-06-21","64","불검출","불검출","적합"
"5","L-트립토판","야마구치현","2019-05-22","400","불검출","불검출","적합"
"6","혼합제제","사이타마현","2019-07-01","48","불검출","불검출","적합"
"7","혼합제제","사이타마현","2019-06-04","300","불검출","불검출","적합"
"8","혼합제제","사이타마현","2019-06-03","208","불검출","불검출","적합"
"9","혼합제제","사이타마현","2019-07-01","24","불검출","불검출","적합"
"10","혼합제제","사이타마현","2019-06-28","160","불검출","불검출","적합"
"11","소스","시즈오카현","2019-05-22","200","불검출","불검출","적합"
"12","소스","히로시마현","2019-05-21","612","불검출","불검출","적합"
"13","소스","히로시마현","2019-06-13","660","불검출","불검출","적합"
"14","소스","히로시마현","2019-06-27","1,890","불검출","불검출","적합"
