"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 91건","","","","793,753","","",""
"1","소스","효고현","2019-06-03","1,260","불검출","불검출","적합"
"2","덱스트린","효고현","2019-05-11","12,800","불검출","불검출","적합"
"3","빵류","시마네현","2019-04-24","856","불검출","불검출","적합"
"4","효모식품","오이타현","2019-05-27","1,900","불검출","불검출","적합"
"5","효모추출물","오이타현","2019-02-14","100","불검출","불검출","적합"
"6","혼합장","아이치현","2019-07-03","6,000","불검출","불검출","적합"
"7","당류가공품","오카야마현","2019-06-12","16,000","불검출","불검출","적합"
"8","혼합장","아이치현","2019-07-02","13,000","불검출","불검출","적합"
"9","커피/건조","탄자니아","","3,000","불검출","불검출","적합"
"10","커피/건조","콜롬비아","","4,130","불검출","불검출","적합"
"11","트랜스글루코시다아제","시가현","2019-04-08","896","불검출","불검출","적합"
"12","캔디류","오사카부","2019-06-10","738","불검출","불검출","적합"
"13","캔디류","오사카부","2019-06-11","738","불검출","불검출","적합"
"14","캔디류","오사카부","2019-06-07","609","불검출","불검출","적합"
"15","건면","군마현","2019-04-01","2,920","불검출","불검출","적합"
