"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2016-03-29","2,955","불검출","불검출","적합"
"18","냉장갈치","효고현","2016-03-29","1,335","불검출","불검출","적합"
"19","냉장명태","홋카이도","2016-03-29","988","불검출","불검출","적합"
"20","냉장명태","홋카이도","2016-03-29","1,200","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-03-29","320","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2016-03-29","494","불검출","불검출","적합"
"23","냉장대구","홋카이도","2016-03-29","2,280","불검출","불검출","적합"
"24","냉장명태","홋카이도","2016-03-29","949","불검출","불검출","적합"
"25","냉장명태","홋카이도","2016-03-29","1,404","불검출","불검출","적합"
"26","냉장명태","홋카이도","2016-03-29","320","불검출","불검출","적합"
"27","냉장대구","홋카이도","2016-03-29","2,270","불검출","불검출","적합"
"28","활꼬막","사가현","2016-03-29","1,020","불검출","불검출","적합"
"29","활꼬막 새꼬막
(
)","사가현","2016-03-29","1,400","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-03-29","12,452","불검출","불검출","적합"
"31","냉장명태","홋카이도","2016-03-29","2,940","불검출","불검출","적합"
"32","냉장갈치","효고현","2016-03-29","570","불검출","불검출","적합"
