"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 111건","","","","1,066,535","","",""
"1","캔디류(사탕)","아이치현","2017-11-06","3,648","불검출","불검출","적합"
"2","캔디류(사탕)","아이치현","2017-11-06","360","불검출","불검출","적합"
"3","과자(스낵과자)","아이치현","2017-10-31","710","불검출","불검출","적합"
"4","당류가공품","교토부","2017-10-17","56","불검출","불검출","적합"
"5","과자(비스킷)","나가노현","2017-10-25","423","불검출","불검출","적합"
"6","탄산음료","오사카부","2017-11-09","6,420","불검출","불검출","적합"
"7","캔디류(사탕)","후쿠시마현","2017-10-03","706","불검출","불검출","적합"
"8","과자(한과류)","나가노현","2017-10-25","552","불검출","불검출","적합"
"9","당류가공품","오사카부","2017-10-24","20","불검출","불검출","적합"
"10","소스류","지바현","2017-07-28","193","불검출","불검출","적합"
"11","맥주","후쿠오카현","2017-11-07","174,480","불검출","불검출","적합"
"12","맥주","후쿠오카현","2017-10-25","401,304","불검출","불검출","적합"
"13","당류가공품","오사카부","2017-10-03","34","불검출","불검출","적합"
