"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동다랑어(눈다랑어,F,횟감)","피지","2017-12-01","1,190","불검출","불검출","적합"
"2","냉동꽁치","대만","2017-12-01","46,998","불검출","불검출","적합"
"3","냉동꽁치","대만","2017-12-01","90,105","불검출","불검출","적합"
"4","냉동꽁치","대만","2017-12-01","155,422","불검출","불검출","적합"
"5","냉동문어","모리타니","2017-12-01","24,000","불검출","불검출","적합"
"6","냉동꽁치","대만","2017-12-01","117,776","불검출","불검출","적합"
"7","냉동꽁치","대만","2017-12-01","79,542","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-12-01","212,023","불검출","불검출","적합"
"9","냉동꽁치","대만","2017-12-01","182,212","불검출","불검출","적합"
"10","냉동명태","미국","2017-12-01","45,435","불검출","불검출","적합"
"11","냉동꽁치","대만","2017-12-01","223,046","불검출","불검출","적합"
