"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"14","당류가공품","교토부","2017-10-24","26","불검출","불검출","적합"
"15","당류가공품","오사카부","2017-10-26","35","불검출","불검출","적합"
"16","당류가공품","교토부","2017-10-16","26","불검출","불검출","적합"
"17","당류가공품","교토부","2017-10-12","30","불검출","불검출","적합"
"18","당류가공품","교토부","2017-10-30","24","불검출","불검출","적합"
"19","당류가공품","교토부","2017-10-11","22","불검출","불검출","적합"
"20","맥주","오이타현","2017-10-27","115,920","불검출","불검출","적합"
"21","캔디류(젤리)","니가타현","2017-11-08","2,400","불검출","불검출","적합"
"22","소스류","히로시마현","2017-09-12","54","불검출","불검출","적합"
"23","DL-사과산","오사카부","2017-04-19","20,000","불검출","불검출","적합"
"24","데히드로초산나트륨","기후현","2017-10-13","3,000","불검출","불검출","적합"
"25","혼합제제","미에현","2017-08-28","16","불검출","불검출","적합"
"26","자당지방산에스테르","미에현","2017-07-22","3,600","불검출","불검출","적합"
"27","자당지방산에스테르","미에현","2017-09-04","3,600","불검출","불검출","적합"
"28","소스류","아이치현","2017-10-24","230","불검출","불검출","적합"
"29","혼합장","아이치현","2017-10-18","230","불검출","불검출","적합"
"30","합성착향료","가나가와현","2017-11-07","21","불검출","불검출","적합"
"31","글리세린지방산
에스테르","효고현","2017-07-21","40","불검출","불검출","적합"
"32","합성착향료","야마가타현","2017-11-07","5","불검출","불검출","적합"
"33","금박","이시카와현","2017-11-16","0","불검출","불검출","적합"
"34","양조간장","지바현","2017-10-10","253","불검출","불검출","적합"
"35","양조간장","지바현","2017-09-21","1,316","불검출","불검출","적합"
"36","양조간장","지바현","2017-10-02","632","불검출","불검출","적합"
"37","양조간장","지바현","2017-09-30","680","불검출","불검출","적합"
"38","양조간장","지바현","2017-10-02","3,159","불검출","불검출","적합"
"39","소스류","지바현","2017-09-27","726","불검출","불검출","적합"
"40","카레","니가타현","2017-09-29","2,160","불검출","불검출","적합"
"41","카레","시즈오카현","2017-09-13","207","불검출","불검출","적합"
"42","카레","시즈오카현","2017-09-13","207","불검출","불검출","적합"
"43","향신료조제품
(고추냉이가공품)","나가노현","2017-10-04","129","불검출","불검출","적합"
"44","분말셀룰로오스
(분말섬유소)","훗카이도","2017-09-19","9,360","불검출","불검출","적합"
"45","기타천연착향료","시가현","2017-11-13","150","불검출","불검출","적합"
