"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 107건","","","","856,930","","",""
"1","과자(스낵과자)","히로시마현","2017-10-31","160","불검출","불검출","적합"
"2","과자(스낵과자)","구마모토현","2017-10-26","87","불검출","불검출","적합"
"3","과자(크래커)","오사카부","2017-10-24","126","불검출","불검출","적합"
"4","유탕면","나라현","2017-10-17","360","불검출","불검출","적합"
"5","유탕면","나라현","2017-10-17","27","불검출","불검출","적합"
"6","소스류","도치기현","2017-09-14","180","불검출","불검출","적합"
"7","드레싱","사가현","2017-09-22","118","불검출","불검출","적합"
"8","마요네즈","효고현","2017-10-06","70","불검출","불검출","적합"
"9","초콜릿가공품","도치기현","2017-10-17","3,062","불검출","불검출","적합"
"10","빵류(그외 빵류)","도치기현","2017-10-05","2,641","불검출","불검출","적합"
"11","캔디류(사탕)","도야마현","2017-10-13","592","불검출","불검출","적합"
"12","소스류","도치기현","2017-08-25","60","불검출","불검출","적합"
"13","드레싱","도치기현","2017-08-30","60","불검출","불검출","적합"
