"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"143","재 제 소금 (재 제 조
소금)","오키나와현","2018-11-08","120","불검출","불검출","적합"
"144","청주","교토부","2018-11-08","4,604","불검출","불검출","적합"
"145","즉석조리식품","효고현","2018-09-25","234","불검출","불검출","적합"
"146","카라멜색소 I","도치기현","2018-10-29","700","불검출","불검출","적합"
"147","향신료조제품","미야기현","2018-09-03","3,464","불검출","불검출","적합"
"148","소스","사가현","2018-08-09","6,674","불검출","불검출","적합"
"149","카레(커리)분","효고현","2018-10-30","502","불검출","불검출","적합"
"150","스 피 루리 나 (원 료
성)","오키나와현","2018-04-27","501","불검출","불검출","적합"
"151","기타천연착향료","와카야마현","2018-10-25","90","불검출","불검출","적합"
"152","혼합제제","와카야마현","2018-10-29","150","불검출","불검출","적합"
"153","혼합제제","와카야마현","2018-10-26","120","불검출","불검출","적합"
"154","소주","구마모토현","2018-10-31","86","불검출","불검출","적합"
"155","청주","히로시마현","2018-09-04","540","불검출","불검출","적합"
"156","청주","히로시마현","2018-08-06","648","불검출","불검출","적합"
"157","청주","히로시마현","2018-08-17","72","불검출","불검출","적합"
"158","청주","야마가타현","2018-10-20","432","불검출","불검출","적합"
"159","청주","야마가타현","2018-10-20","43","불검출","불검출","적합"
"160","청주","후쿠이현","2018-08-22","43","불검출","불검출","적합"
"161","청주","후쿠이현","2018-10-05","173","불검출","불검출","적합"
"162","소주","가고시마현","2018-10-06","216","불검출","불검출","적합"
"163","면류첨가알칼리제","오사카부","2018-09-19","100","2","불검출","취하"
