"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 140건","","","","734,400","","",""
"1","합성향료","지바현","2018-03-06","12","불검출","불검출","적합"
"2","고형차","교토부","2018-03-30","560","불검출","불검출","적합"
"3","위스키","가고시마현","2018-03-22","562","불검출","불검출","적합"
"4","일반증류주","가고시마현","2018-03-20","118","불검출","불검출","적합"
"5","맥주","오이타현","2018-03-01","8,280","불검출","불검출","적합"
"6","맥주","오이타현","2018-03-01","6,000","불검출","불검출","적합"
"7","청주","니가타현","2018-03-19","173","불검출","불검출","적합"
"8","맥주","오이타현","2018-03-21","6,000","불검출","불검출","적합"
"9","맥주","오이타현","2018-03-21","8,280","불검출","불검출","적합"
"10","맥주","후쿠오카현","2018-03-20","121,471","불검출","불검출","적합"
"11","맥주","후쿠오카현","2018-03-29","21,840","불검출","불검출","적합"
"12","혼합제제","이바라키현","2018-03-15","240","불검출","불검출","적합"
"13","혼합제제","오사카부","2018-03-26","200","불검출","불검출","적합"
