"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 167건","","","","330,521","","",""
"1","혼합제제","사이타마현","2018-04-09","104","불검출","불검출","적합"
"2","혼합음료","구마모토현","2018-03-26","18,000","불검출","불검출","적합"
"3","조미건어포","오사카부","2018-03-20","1,420","불검출","불검출","적합"
"4","조미건어포","오사카부","2018-03-28","506","불검출","불검출","적합"
"5","즉석조리식품","가나가와현","2018-03-18","5,369","불검출","불검출","적합"
"6","탄산음료","오사카부","2018-03-13","1,200","불검출","불검출","적합"
"7","양조간장","효고현","2018-02-23","1,053","불검출","불검출","적합"
"8","소스","가나가와현","2018-02-27","120","불검출","불검출","적합"
"9","소스","구마모토현","2018-02-16","259","불검출","불검출","적합"
"10","유탕면","이바라키현","2018-03-15","664","불검출","불검출","적합"
"11","유탕면","이바라키현","2018-03-15","224","불검출","불검출","적합"
"12","캔디류","도쿄도","2018-03-16","161","불검출","불검출","적합"
"13","빵류","돗토리현","2018-03-23","446","불검출","불검출","적합"
