"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","13건","-","-","35,812","-","-","-"
"1","냉장명태","홋카이도","2015-4-6","9,087","불검출","불검출","적합"
"2","냉장명태","홋카이도","2015-4-6","9,113","불검출","불검출","적합"
"3","냉장명태","홋카이도","2015-4-6","5,460","불검출","불검출","적합"
"4","냉장가오리","야마구치현","2015-4-6","1,150","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2015-4-6","3,420","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2015-4-6","1,392","불검출","불검출","적합"
"7","냉장갈치","야마구치현","2015-4-6","40","불검출","불검출","적합"
"8","냉장가오리","야마구치현","2015-4-6","120","불검출","불검출","적합"
"9","냉장민어(수조기)","가가와현","2015-4-6","55","불검출","불검출","적합"
"10","냉장민어(수조기)","야마구치현","2015-4-6","195","불검출","불검출","적합"
"11","냉장가오리","에히메현","2015-4-6","1,100","불검출","불검출","적합"
"12","활꼬막(새꼬막)","사가현","2015-4-6","4,000","불검출","불검출","적합"
"13","냉동다랑어(눈다랑어,목살) 태평양","","2015-4-6","680","불검출","불검출","적합"
