"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"13","시클로덱스트린(알
파,베타,감마)","오사카부","","20","불검출","불검출","적합"
"14","소스","사이타마현","2018-11-02","2,000","불검출","불검출","적합"
"15","곡류가공품","가나가와현","2018-11-05","536","불검출","불검출","적합"
"16","곡류가공품","가나가와현","2018-11-05","107","불검출","불검출","적합"
"17","곡류가공품","가나가와현","2018-11-05","99","불검출","불검출","적합"
"18","청주","니가타현","2018-11-07","605","불검출","불검출","적합"
"19","혼합제제","사이타마현","2018-11-19","36","불검출","불검출","적합"
"20","혼합제제","사이타마현","2018-11-15","108","불검출","불검출","적합"
"21","혼합제제","사이타마현","2018-11-19","90","불검출","불검출","적합"
"22","혼합장","훗카이도","2018-11-15","15,000","불검출","불검출","적합"
"23","캔디류","미에현","2018-10-29","127","불검출","불검출","적합"
"24","EPA및DHA함유유
지(원료성)","훗카이도","2018-09-27","1,440","불검출","불검출","적합"
"25","소스","후쿠오카현","2018-11-06","1,010","불검출","불검출","적합"
"26","탄산음료","오사카부","2018-09-28","2,465","불검출","불검출","적합"
"27","캔디류","미에현","2018-11-10","320","불검출","불검출","적합"
"28","액상차","오사카부","2018-10-22","2,448","불검출","불검출","적합"
"29","소스","교토부","2018-10-17","122","불검출","불검출","적합"
"30","소스","교토부","2018-10-23","254","불검출","불검출","적합"
"31","소스","교토부","2018-11-06","2,286","불검출","불검출","적합"
"32","소스","교토부","2018-11-06","2,460","불검출","불검출","적합"
"33","복합조미식품","교토부","2018-11-08","979","불검출","불검출","적합"
"34","소스","교토부","2018-11-13","1,700","불검출","불검출","적합"
"35","청주","교토부","2018-09-06","1,728","불검출","불검출","적합"
"36","소주","교토부","2018-08-20","294","불검출","불검출","적합"
"37","양조간장","지바현","2018-09-25","15,795","불검출","불검출","적합"
"38","어묵","이시카와현","2018-09-30","2,500","불검출","불검출","적합"
"39","양조간장","지바현","2018-09-25","7,371","불검출","불검출","적합"
"40","소스","교토부","2018-11-02","2,394","불검출","불검출","적합"
"41","소스","교토부","2018-10-26","1,095","불검출","불검출","적합"
"42","소스","교토부","2018-10-11","391","불검출","불검출","적합"
"43","소스","교토부","2018-10-09","38","불검출","불검출","적합"
"44","소스","교토부","2018-10-01","35","불검출","불검출","적합"
