"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건13","-","-","82,465","-","-","-"
"1","냉동개아지살 가(
리비 포장횟감
,
)","홋카이도","2015-12-31","12,000","불검출","불검출","적합"
"2","활방어","에히메현","2015-12-31","6,272","불검출","불검출","적합"
"3","활방어","에히메현","2015-12-31","6,960","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2015-12-31","5,470","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2015-12-31","4,170","불검출","불검출","적합"
"6","활우렁쉥이","홋카이도","2015-12-31","8,965","불검출","불검출","적합"
"7","활우렁쉥이","홋카이도","2015-12-31","9,050","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2015-12-31","8,950","불검출","불검출","적합"
"9","냉장명태","홋카이도","2015-12-31","6,500","불검출","불검출","적합"
"10","냉장명태","홋카이도","2015-12-31","4,518","불검출","불검출","적합"
"11","냉장갈치","와카야마현","2015-12-31","2,048","불검출","불검출","적합"
"12","냉장병어","와카야마현","2015-12-31","1,130","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2015-12-31","6,432","불검출","불검출","적합"
