"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"총 84건","","","","184,135","","",""
"1","유탕면","이바라키현","2018-02-16","100","불검출","불검출","적합"
"2","두류가공품","미국","2017-07-05","14,288","불검출","불검출","적합"
"3","과자","이바라키현","2018-02-19","6,900","불검출","불검출","적합"
"4","초콜릿가공품","이바라키현","2018-02-14","2,016","불검출","불검출","적합"
"5","혼합제제","효고현","2018-03-08","34","불검출","불검출","적합"
"6","혼합제제","효고현","2018-03-08","17","불검출","불검출","적합"
"7","혼합제제","효고현","2018-03-08","10","불검출","불검출","적합"
"8","과자","나가노현","2018-03-07","567","불검출","불검출","적합"
"9","과자","나가노현","2018-03-07","563","불검출","불검출","적합"
"10","과자","나가노현","2018-03-07","477","불검출","불검출","적합"
"11","청주","효고현","2018-01-12","194","불검출","불검출","적합"
"12","청주","이와테현","2018-02-21","60","불검출","불검출","적합"
"13","캔디류","후쿠오카현","2018-02-05","2,250","불검출","불검출","적합"
