"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"49","과자(크래커)","이와테현","2015-07-28","50.2","불검출","불검출","적합"
"50","과자(스낵과자)","고치현","2015-07-29","10.7","불검출","불검출","적합"
"51","카레","나가노현","2015-08-07","4,455","불검출","불검출","적합"
"52","기타가공품","훗카이도","2015-08-25","153","불검출","불검출","적합"
"53","캔디류(사탕)","훗카이도","2015-07-24","29.8","불검출","불검출","적합"
"54","무기질","오키나와현","2015-08-10","7.5","불검출","불검출","적합"
"55","유탕면류","가고시마현","2015-07-16","351.45","불검출","불검출","적합"
"56","무기질","오키나와현","2015-08-10","9.6","불검출","불검출","적합"
"57","과자(비스킷)","이바라키현","2015-08-06","291.6","불검출","불검출","적합"
"58","유탕면류","가고시마현","2015-07-30","356.4","불검출","불검출","적합"
"59","과자(한과류)","나가노현","2015-08-18","230","불검출","불검출","적합"
"60","유탕면류","가고시마현","2015-07-04","343.35","불검출","불검출","적합"
"61","유탕면류","가고시마현","2015-06-26","405","불검출","불검출","적합"
"62","합성착향료","가나가와현","2015-08-21","21","불검출","불검출","적합"
"63","합성착향료","가나가와현","2015-08-21","21","불검출","불검출","적합"
"64","혼합제제","시즈오카현","2015-08-26","184","불검출","불검출","적합"
"65","과자(쿠키)","아이치현","2015-08-07","20.9","불검출","불검출","적합"
"66","과자(스낵과자)","고치현","2015-07-31","17.8","불검출","불검출","적합"
"67","초콜릿가공품","아이치현","2015-08-05","145.8","불검출","불검출","적합"
"68","초콜릿가공품","아이치현","2015-08-09","126","불검출","불검출","적합"
"69","밀크초콜릿","아이치현","2015-08-11","206.28","불검출","불검출","적합"
"70","초콜릿가공품","야마나시현","2015-08-05","233.86","불검출","불검출","적합"
"71","과자(쿠키)","니가타현","2015-08-11","149.85","불검출","불검출","적합"
"72","고형차","아이치현","2015-08-26","758.52","불검출","불검출","적합"
"73","염화마그네슘","오카야마현","2015-08-03","17,000","불검출","불검출","적합"
"74","염화마그네슘","오카야마현","2015-08-03","12,000","불검출","불검출","적합"
"75","프로테아제(곰팡이성:SAP)","아이치현","2015-08-28","201","불검출","불검출","적합"
"76","트랜스글루코시다아제","시가현","2015-06-26","501","불검출","불검출","적합"
"77","혼합제제","사이타마현","2015-08-28","112","불검출","불검출","적합"
"78","소스류","시즈오카현","2015-08-24","2,060","불검출","불검출","적합"
"79","혼합제제","오카야마현","2015-08-26","300","불검출","불검출","적합"
"80","혼합제제","오사카부","2015-07-09","321","불검출","불검출","적합"
"81","유탕면류","가고시마현","2015-08-10","483.2","불검출","불검출","적합"
"82","유탕면류","가고시마현","2015-08-03","486.4","불검출","불검출","적합"
