"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","63,881","-","-","-"
"1","활방어","오이타현","2017-02-27","3,865","불검출","불검출","적합"
"2","활방어","에히메현","2017-02-27","7,818","불검출","불검출","적합"
"3","활가리비","홋카이도","2017-02-27","7,000","불검출","불검출","적합"
"4","활돔(벵에돔)","미에현","2017-02-27","680","불검출","불검출","적합"
"5","냉장명태","홋카이도","2017-02-27","1,308","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2017-02-27","2,491","불검출","불검출","적합"
"7","냉장갈치","미야자키현","2017-02-27","740","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2017-02-27","395","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-02-27","276","불검출","불검출","적합"
"10","냉장대구","홋카이도","2017-02-27","1,920","불검출","불검출","적합"
"11","냉장대구","홋카이도","2017-02-27","1,341","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-02-27","276","불검출","불검출","적합"
"13","냉장대구","홋카이도","2017-02-27","1,930","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-02-27","648","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2017-02-27","584","불검출","불검출","적합"
"16","냉장준치","와카야마현","2017-02-27","144","불검출","불검출","적합"
