"제조일자","","","","수입","검사결과","",""
"순번
품목명
제조·생산지
(유통기한)","","","","중량
(kg)","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"총 131건","","","","668,981","","",""
"1","합성향료","도쿄도","2019-03-13","101","불검출","불검출","적합"
"2","합성향료","도쿄도","2019-03-13","11","불검출","불검출","적합"
"3","식물성크림","히로시마현","2019-02-28","576","불검출","불검출","적합"
"4","식물성크림","히로시마현","2019-03-11","480","불검출","불검출","적합"
"5","식물성크림","히로시마현","2019-03-04","480","불검출","불검출","적합"
"6","혼합장","나가노현","2019-04-08","42","불검출","불검출","적합"
"7","혼합장","나가노현","2019-03-27","2,400","불검출","불검출","적합"
"8","된장","나가노현","2019-03-28","400","불검출","불검출","적합"
"9","혼합장","나가노현","2019-03-28","2,600","불검출","불검출","적합"
"10","혼합장","나가노현","2019-04-08","42","불검출","불검출","적합"
"11","유탕면","후쿠오카현","2019-03-28","1,264","불검출","불검출","적합"
"12","유탕면","후쿠오카현","2019-03-27","1,115","불검출","불검출","적합"
"13","복합조미식품","미에현","2019-03-13","68","불검출","불검출","적합"
"14","혼합제제","오사카부","2019-04-05","90","불검출","불검출","적합"
"15","절임식품","돗토리현","2019-04-22","1,600","불검출","불검출","적합"
